Cluster,Pct_White,Pct_Black,Pct_Hispanic,Pct_Asian
2,69.2090395480226,13.559322033898304,12.994350282485875,1.8361581920903955
2,61.80798878766643,7.217939733707078,20.812894183601962,8.33917309039944
2,56.4612676056338,5.580985915492958,15.598591549295774,20.0
2,63.88744137571651,7.451797811360084,13.21000521104742,12.975508077123502
2,74.34721242060691,6.245589273112209,9.280169371912491,8.221594918842626
1,50.48015364916773,7.778489116517286,25.960307298335465,8.962868117797695
0,48.64864864864865,25.776522791448166,20.976200080677692,1.8152480839048004
1,40.71909120988199,21.649939340465423,28.92908348957759,4.080732326017426
1,31.429004394605244,26.38278527049553,34.26276708592211,4.940142445825125
2,71.44097222222221,10.15625,12.67361111111111,3.4722222222222223
2,68.6556927297668,6.927297668038408,7.064471879286695,13.854595336076816
2,63.01335972290944,10.749628896585849,16.08114794656111,8.151904997525977
2,73.75201922698082,7.036759780938498,8.447263701193807,7.872030258855049
2,68.78443526170798,11.570247933884298,10.055096418732782,7.644628099173553
2,74.97396737244011,9.649427282193683,9.475876431794514,3.089205137105172
2,53.62852213916044,19.482461184588846,16.049453709028178,8.2691201840138
0,32.927559369387346,44.40231490720415,16.45380163639992,3.6419876272201153
2,70.48229548229548,12.21001221001221,10.012210012210012,4.334554334554334
1,30.203442879499214,24.178403755868544,37.08920187793427,5.712050078247262
2,70.76149425287356,9.554597701149426,13.07471264367816,4.022988505747127
1,44.69798657718121,21.20805369127517,30.469798657718123,2.2818791946308723
2,69.02057107767885,6.1713233036536685,14.829597789376727,8.68897758673626
2,71.14749936532114,9.507489210459507,13.353643056613354,3.57958872810358
2,59.46896992962252,12.507997440818938,23.544465770953295,1.5355086372360844
1,29.5775387037523,25.19023878247179,36.12175282078195,6.113880871162425
2,64.57627118644068,10.16949152542373,18.6864406779661,2.2033898305084745
0,47.61904761904761,21.693121693121693,19.753086419753085,4.232804232804233
0,36.76348547717843,30.0,28.21576763485477,1.950207468879668
0,45.19774011299435,24.858757062146893,22.598870056497177,6.779661016949152
2,69.6673969328819,9.878510256920931,13.164708225453097,4.779924317864967
2,73.74121028589028,8.499717702612534,6.22594056356824,9.285017707745213
1,55.165144061841175,9.908643710470837,30.639494026704146,1.1946591707659873
2,65.1971344121036,6.026752166725114,7.219077200541054,19.327688993537397
2,72.51414713015359,7.3565076798706555,8.144704931285368,9.62004850444624
2,70.35809018567639,10.676392572944298,7.990716180371353,9.681697612732096
2,57.335507469922,16.896566920805604,17.050813097703934,4.913842492618219
2,68.89383815887157,18.78247958426132,8.834446919079436,1.1135857461024499
2,60.64097947425279,18.1850918257112,14.620093626215342,3.2048973712639537
2,69.54545454545455,4.659090909090909,14.772727272727273,8.75
2,79.3183578621224,7.745933384972889,8.675445391169635,1.3168086754453912
1,49.473684210526315,11.902834008097166,29.554655870445345,5.182186234817814
2,68.11779769526248,9.859154929577464,14.980793854033292,3.585147247119078
2,80.09049773755656,5.656108597285068,8.144796380090497,3.619909502262444
2,80.02842928216063,3.8379530916844353,6.609808102345416,7.249466950959488
2,60.417910447761194,16.955223880597014,16.597014925373134,2.8656716417910446
0,46.845425867507885,34.38485804416404,12.578864353312301,2.760252365930599
1,54.19222903885481,7.975460122699387,28.22085889570552,6.339468302658487
2,67.9144385026738,6.417112299465241,15.508021390374333,8.02139037433155
2,83.18264014466547,2.1699819168173597,11.573236889692586,1.2658227848101267
2,71.90542420027816,9.596662030598054,11.404728789986091,4.867872044506258
2,77.99415774099319,7.59493670886076,8.27653359298929,4.089581304771178
2,60.75230660042583,7.097232079488999,30.092264017033354,0.7097232079488999
1,33.33333333333333,16.407599309153714,44.559585492227974,4.66321243523316
2,66.290212183436,8.590006844626968,10.164271047227926,12.799452429842573
1,48.458149779735685,11.013215859030836,29.074889867841406,4.552129221732746
2,61.769402746726286,10.731395720217183,19.259022676461193,6.1641648035771315
2,59.840232389252,6.463326071169208,24.03776325344953,7.625272331154684
2,62.750973928678455,4.734791729097992,18.69943062631106,11.267605633802818
2,63.21678321678321,9.37062937062937,19.02097902097902,7.1328671328671325
2,54.647825126959596,11.216604106866859,16.62618679620225,15.522190328990948
2,59.09090909090909,10.410557184750733,26.759530791788855,1.5762463343108504
2,63.5743519781719,12.346521145975444,20.190995907230562,1.4665757162346522
2,84.39999999999999,5.6000000000000005,6.800000000000001,2.4
2,58.03936130709246,10.248793167471222,27.070181953212032,1.7823988117341254
0,54.166666666666664,21.599616858237546,19.10919540229885,1.4846743295019158
2,63.21920727376048,16.76374485012076,14.803239096462567,1.5769285409859355
0,48.30097087378641,21.35922330097087,21.35922330097087,1.2135922330097086
1,32.517037369879425,25.5672882498315,33.49809031678275,5.2572455627948775
1,47.24310776942356,17.376775271512113,23.55889724310777,6.599832915622389
2,56.16996507566938,16.82188591385332,20.19790454016298,1.920838183934808
2,66.98412698412697,15.746031746031747,12.126984126984127,3.2380952380952377
