,count,mean,std,min,25%,50%,75%,max
Pct_White,11760.0,58.183324462656564,21.11202867632557,2.690582959641256,42.710434597453826,60.79258097233965,75.05799323171262,97.72455089820359
Pct_Black,11760.0,15.051866429828559,14.368924130612772,0.10752688172043011,4.825443299938855,10.464768214046934,20.10884414350202,89.5724392494617
Pct_Hispanic,11760.0,17.271958025232546,16.28272337781786,0.33370411568409347,5.54817610813456,11.282683925925042,23.74212373505231,95.35787788703406
Pct_Asian,11760.0,5.3391864300453005,6.471847044484733,0.10348395998620215,1.6165378678232474,3.1043201144659607,6.370832083817521,69.85446985446985
